license_url,license_text,cc_license,cc_license_type,open_gov,custom_permanent,custom_temporary,custom_other,unknown
http://www.creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution 4.0 License ( http://www.creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ ) which
permits any use, reproduction and distribution of the work without further
permission provided the original work is attributed as specified on the SAGE
and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.creativecommons.org/licenses/by/4.0/,"This article is distributed under the terms of the Creative
Commons Attribution 4.0 License ( http://www.creativecommons.org/licenses/by/4.0/ uri https://creativecommons.org/licenses/by/4.0/ )
which permits any use, reproduction and distribution of the work
without further permission provided the original work is
attributed as specified on the SAGE and Open Access page
( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY,FALSE,FALSE,FALSE,FALSE,FALSE
http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,This Open Access article contains public sector information licensed under the Open Government Licence v2.0 ( http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/ uri http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/ ).,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE
http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/,This work is written by (a) US Government employee(s) and is in the public domain in the US. This Open Access article contains public sector information licensed under the Open Government Licence v2.0 ( http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/ uri http://www.nationalarchives.gov.uk/doc/open-government-licence/version/2/ ).,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE
http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,This article contains public sector information licensed under the Open Government Licence v3.0 ( http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ uri http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ ),FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE
http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,This article contains public sector information licensed under the Open Government Licence v3.0 ( http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ uri http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ ).,FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE
http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"This article contains public sector information licensed under the
Open Government Licence v3.0 ( http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ uri http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ )",FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE
http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/,"This article contains public sector information licensed under the
Open Government Licence v3.0 ( http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ uri http://www.nationalarchives.gov.uk/doc/open-government-licence/version/3/ ).",FALSE,NA,TRUE,FALSE,FALSE,FALSE,FALSE
http://www.nature.com/authors/editorial_policies/license.html#terms,"Users may view, print, copy, and download text and data-mine the content in such documents, for the purposes of academic research, subject always to the full Conditions of use: http://www.nature.com/authors/editorial_policies/license.html#terms uri http://www.nature.com/authors/editorial_policies/license.html#terms",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
http://www.springer.com/gb/open-access/authors-rights/aam-terms-v1,"Terms of use and reuse: academic research for non-commercial purposes, see here for full terms.  http://www.springer.com/gb/open-access/authors-rights/aam-terms-v1 uri http://www.springer.com/gb/open-access/authors-rights/aam-terms-v1",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
https://academic.oup.com/journals/pages/about_us/legal/notices,"This article is published and distributed under the terms of the Oxford University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/about_us/legal/notices uri https://academic.oup.com/journals/pages/about_us/legal/notices )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
https://academic.oup.com/journals/pages/about_us/legal/notices,"This article is published and distributed under the terms of the Oxford
University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/about_us/legal/notices uri https://academic.oup.com/journals/pages/about_us/legal/notices )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model,"This article is published and distributed under the terms of the Oxford University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model uri https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model,"This article is published and distributed under the terms of the Oxford University
Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model uri https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model,"This article is published and distributed under the terms of the Oxford
University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model uri https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model,"This article is published and distributed under the terms of the
Oxford University Press, Standard Journals Publication Model ( https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model uri https://academic.oup.com/journals/pages/open_access/funder_policies/chorus/standard_publication_model )",FALSE,NA,FALSE,FALSE,FALSE,TRUE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"Creative Commons NonCommercial-NoDerivs CC BY-NC-ND: This article is distributed
under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs 4.0 License
( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ) which permits non-commercial
use, reproduction and distribution of the work as published without adaptation or alteration,
without further permission provided the original work is attributed as specified on the SAGE
and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"Permits non-commercial access and re-use, provided that author attribution and integrity are maintained; but does not permit creation of adaptations or other derivative works ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ).",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This article is distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs 4.0 License ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ) which permits non-commercial use, reproduction and distribution of the work as published without adaptation or alteration, without further permission provided the original work is attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution-NonCommercial-NoDerivs 4.0 License ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ) which permits
non-commercial use, reproduction and distribution of the work as published without
adaptation or alteration, without further permission provided the original work is
attributed as specified on the SAGE and Open Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This article is distributed under the terms of the Creative Commons
Attribution-NonCommercial-NoDerivs 4.0 License ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ) which
permits non-commercial use, reproduction and distribution of the work as
published without adaptation or alteration, without further permission
provided the original work is attributed as specified on the SAGE and Open
Access pages ( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This article is distributed under the terms of the Creative
Commons Attribution-NonCommercial-NoDerivs 4.0 License
( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ )
which permits non-commercial use, reproduction and distribution
of the work as published without adaptation or alteration,
without further permission provided the original work is
attributed as specified on the SAGE and Open Access pages
( https://us.sagepub.com/en-us/nam/open-access-at-sage uri https://us.sagepub.com/en-us/nam/open-access-at-sage ).",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs licence ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution NonCommercial-NoDerivs licence ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work is properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the Creative Commons Attribution NonCommercial-NoDerivs licence ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ), which permits non-commercial reproduction and distribution of the work, in any medium, provided the original work is not altered or transformed in any way, and that the work properly cited. For commercial re-use, please contact journals.permissions@oup.com",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc-nd/4.0/,"This is an Open Access article distributed under the terms of the
Creative Commons Attribution-NonCommercial-NoDerivs licence ( https://creativecommons.org/licenses/by-nc-nd/4.0/ uri https://creativecommons.org/licenses/by-nc-nd/4.0/ ), which
permits non-commercial reproduction and distribution of the work, in any
medium, provided the original work is not altered or transformed in any way,
and that the work is properly cited. For commercial re-use, please contact
journals.permissions@oup.com",TRUE,CC-BY-NC-ND,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc/2.0,"Open Access This is an open access article distributed under the terms of the Creative Commons Attribution Noncommercial License ( https://creativecommons.org/licenses/by-nc/2.0 uri https://creativecommons.org/licenses/by-nc/2.0 ), which permits any noncommercial use, distribution, and reproduction in any medium, provided the original author(s) and source are credited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc/2.0,"Open Access This is an open access article distributed under the terms of the Creative Commons Attribution Noncommercial License ( https://creativecommons.org/licenses/by-nc/2.0 uri https://creativecommons.org/licenses/by-nc/2.0/ ), which permits any noncommercial use, distribution, and reproduction in any medium, provided the original author(s) and source are credited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
https://creativecommons.org/licenses/by-nc/2.0/,"Open Access This is an open access article distributed under the terms of the Creative Commons Attribution Noncommercial License ( https://creativecommons.org/licenses/by-nc/2.0/ uri https://creativecommons.org/licenses/by-nc/2.0/ ), which permits any noncommercial use, distribution, and reproduction in any medium, provided the original author(s) and source are credited.",TRUE,CC-BY-NC,FALSE,FALSE,FALSE,FALSE,FALSE
