collection,journal,pmcid,no_pmid,%
Elsevier,Crit Rev Oncol Hematol,22,0,0
Elsevier,Crop Prot,4,0,0
Elsevier,Curr Anaesth Crit Care,1,0,0
Elsevier,Curr Med Res Pract,23,0,0
Elsevier,Curr Obstet Gynaecol,1,0,0
Elsevier,Curr Opin Behav Sci,2,0,0
Elsevier,Curr Opin Biomed Eng,1,0,0
Elsevier,Curr Opin Chem Biol,17,0,0
Elsevier,Curr Opin Chem Eng,2,0,0
Elsevier,Curr Opin Colloid Interface Sci,16,0,0
Elsevier,Curr Opin Electrochem,3,0,0
Elsevier,Curr Opin Endocr Metab Res,2,0,0
Elsevier,Curr Opin Environ Sci Health,17,0,0
Elsevier,Curr Opin Environ Sustain,8,0,0
Elsevier,Curr Opin Food Sci,3,0,0
Elsevier,Curr Opin Green Sustain Chem,1,0,0
Elsevier,Curr Opin Insect Sci,1,0,0
Elsevier,Curr Opin Neurobiol,4,0,0
Elsevier,Curr Opin Physiol,6,0,0
Elsevier,Curr Opin Plant Biol,1,0,0
Elsevier,Curr Opin Psychol,4,0,0
Elsevier,Curr Opin Solid State Mater Sci,2,0,0
Elsevier,Curr Opin Syst Biol,4,0,0
Elsevier,Curr Opin Toxicol,2,0,0
Elsevier,Curr Plant Biol,3,0,0
Elsevier,Curr Probl Diagn Radiol,17,0,0
Elsevier,Curr Probl Pediatr,7,0,0
Elsevier,Curr Probl Pediatr Adolesc Health Care,12,0,0
Elsevier,Curr Res Food Sci,3,0,0
Elsevier,Curr Res Immunol,2,0,0
Elsevier,Curr Res Microb Sci,4,0,0
Elsevier,Curr Res Physiol,1,0,0
Elsevier,Curr Res Struct Biol,1,0,0
Elsevier,Curr Res Toxicol,1,0,0
Elsevier,Curr Res Transl Med,14,0,0
Elsevier,Curr Res Virol Sci,3,0,0
Elsevier,Curr Ther Res Clin Exp,10,0,0
Elsevier,Curr Top Membr Transp,3,0,0
Elsevier,Cytokine Growth Factor Rev,73,0,0
Elsevier,Cytokine X,2,0,0
Elsevier,Data Brief,121,0,0
Elsevier,Data Knowl Eng,1,0,0
Elsevier,Decis Support Syst,11,0,0
Elsevier,Dendrochronologia (Verona),1,0,0
Elsevier,Dent Clin North Am,1,0,0
Elsevier,Dent Mater,4,0,0
Elsevier,Dermatol Clin,18,0,0
Elsevier,Desalination,3,0,0
Elsevier,Dev Biol,2,0,0
Elsevier,Dev Cell,10,0,0
Elsevier,Dev Clay Sci,1,0,0
Elsevier,Dev Cogn Neurosci,1,0,0
Elsevier,Dev Eng,1,0,0
Elsevier,Diabetes Metab,30,0,0
Elsevier,Diabetes Metab Syndr,343,0,0
Elsevier,Diabetes Res Clin Pract,156,0,0
Elsevier,Diagn Histopathol (Oxf),12,0,0
Elsevier,Diagn Interv Imaging,20,0,0
Elsevier,Diam Relat Mater,2,0,0
Elsevier,Differentiation,1,0,0
Elsevier,Digit Signal Process,4,0,0
Elsevier,DNA Repair (Amst),6,0,0
Elsevier,Domest Anim Endocrinol,1,0,0
Elsevier,Drug Alcohol Depend,49,0,0
Elsevier,Drug Discov Today Dis Models,5,0,0
Elsevier,Drug Discov Today Ther Strateg,3,0,0
Elsevier,Drug Metab Pharmacokinet,2,0,0
Elsevier,Drug Resist Updat,4,0,0
Elsevier,Dyes Pigm,4,0,0
Elsevier,Early Hum Dev,58,0,0
Elsevier,Eat Behav,2,0,0
Elsevier,EBioMedicine,171,0,0
Elsevier,EClinicalMedicine,319,0,0
Elsevier,Ecol Econ,9,0,0
Elsevier,Ecol Genet Genom,1,0,0
Elsevier,Ecol Indic,5,0,0
Elsevier,Ecol Inform,2,0,0
Elsevier,Ecol Modell,6,0,0
Elsevier,Econ Anal Policy,11,0,0
Elsevier,Econ Educ Rev,2,0,0
Elsevier,Econ Hum Biol,13,0,0
Elsevier,Econ Lett,32,0,0
Elsevier,Econ Model,22,0,0
Elsevier,Ecosyst Serv,2,0,0
Elsevier,Ecotoxicol Environ Saf,14,0,0
Elsevier,Egypt J Chest Dis Tuberc,4,0,0
Elsevier,Elect Stud,1,0,0
Elsevier,Electrochem commun,2,0,0
Elsevier,Electrochim Acta,1,0,0
Elsevier,Electron Commer Res Appl,4,0,0
Elsevier,Electron J Biotechnol,1,0,0
Elsevier,Electron Microsc Rev,1,0,0
Elsevier,EMC Pediatr,11,0,0
Elsevier,Endocr Metab Sci,2,0,0
Elsevier,Endocrinol Diabetes Nutr (Engl Ed),2,0,0
Elsevier,Endocrinol Metab Clin North Am,1,0,0
Elsevier,Energy (Oxf),26,0,0
Elsevier,Energy Build,24,0,0
Elsevier,Energy Convers Manag,5,0,0
Elsevier,Energy Econ,10,0,0
Elsevier,Energy Policy,19,0,0
Elsevier,Energy Procedia,2,0,0
Elsevier,Energy Res Soc Sci,38,0,0
Elsevier,Energy Sustain Dev,2,0,0
Elsevier,eNeurologicalSci,29,0,0
Elsevier,Enferm Clin (Engl Ed),4,0,0
Elsevier,Enferm Infecc Microbiol Clin (Engl Ed),22,0,0
Elsevier,Enferm Intensiva,8,0,0
Elsevier,Eng Appl Artif Intell,3,0,0
Elsevier,Eng Geol,1,0,0
Elsevier,Engineering (Beijing),61,0,0
Elsevier,Environ Adv,2,0,0
Elsevier,Environ Dev,3,0,0
Elsevier,Environ Exp Bot,1,0,0
Elsevier,Environ Impact Assess Rev,8,0,0
Elsevier,Environ Innov Soc Transit,3,0,0
Elsevier,Environ Model Softw,3,0,0
Elsevier,Environ Nanotechnol Monit Manag,1,0,0
Elsevier,Environ Pollut,72,0,0
Elsevier,Environ Res,256,0,0
Elsevier,Environ Sci Policy,12,0,0
Elsevier,Environ Technol Innov,12,0,0
Elsevier,Environ Toxicol Pharmacol,6,0,0
Elsevier,Enzymes,7,0,0
Elsevier,Epidemics,56,0,0
Elsevier,Epilepsy Behav,66,0,0
Elsevier,Epilepsy Behav Rep,5,0,0
Elsevier,Epilepsy Res,7,0,0
Elsevier,ESMO Open,45,0,0
Elsevier,Ethics Med Public Health,97,0,0
Elsevier,Eur Ann Otorhinolaryngol Head Neck Dis,35,0,0
Elsevier,Eur Econ Rev,11,0,0
Elsevier,Eur J Cell Biol,2,0,0
Elsevier,Eur J Mech B Fluids,1,0,0
Elsevier,Eur J Med Genet,4,0,0
Elsevier,Eur J Obstet Gynecol Reprod Biol,84,0,0
Elsevier,Eur J Oncol Nurs,5,0,0
Elsevier,Eur J Oper Res,21,0,0
Elsevier,Eur J Paediatr Neurol,7,0,0
Elsevier,Eur J Pharm Biopharm,6,0,0
Elsevier,Eur J Pharmacol,101,0,0
Elsevier,Eur J Polit Econ,3,0,0
Elsevier,Eur J Psychiatry,12,0,0
Elsevier,Eur J Radiol,59,0,0
Elsevier,Eur J Radiol Open,27,0,0
Elsevier,Eur Polym J,2,0,0
Elsevier,Eval Program Plann,1,0,0
Elsevier,Evol Psychiatr (Paris),2,0,0
Elsevier,Exp Cell Res,11,0,0
Elsevier,Exp Eye Res,7,0,0
Elsevier,Exp Gerontol,17,0,0
Elsevier,Exp Hematol,2,0,0
Elsevier,Exp Neurol,7,0,0
Elsevier,Exp Parasitol,3,0,0
Elsevier,Exp Therm Fluid Sci,1,0,0
Elsevier,Exp Toxicol Pathol,4,0,0
Elsevier,Expert Syst Appl,48,0,0
Elsevier,Explor Econ Hist,1,0,0
Elsevier,Explor Res Clin Soc Pharm,5,0,0
Elsevier,Extr Ind Soc,15,0,0
Elsevier,Extreme Mech Lett,4,0,0
Elsevier,F S Rep,3,0,0
Elsevier,F S Rev,1,0,0
Elsevier,F S Sci,2,0,0
Elsevier,Facial Plast Surg Clin North Am,1,0,0
Elsevier,FEBS Open Bio,1,0,0
Elsevier,FEMS Microbiol Rev,2,0,0
Elsevier,Fitoterapia,5,0,0
Elsevier,Flow Meas Instrum,1,0,0
Elsevier,Fluid Phase Equilib,1,0,0
Elsevier,FMC,35,0,0
Elsevier,Food Biosci,1,0,0
Elsevier,Food Chem Toxicol,38,0,0
Elsevier,Food Control,16,0,0
Elsevier,Food Cosmet Toxicol,1,0,0
Elsevier,Food Hydrocoll,2,0,0
Elsevier,Food Microbiol,6,0,0
Elsevier,Food Policy,9,0,0
Elsevier,Food Qual Prefer,9,0,0
Elsevier,Foot (Edinb),3,0,0
Elsevier,Foot Ankle Clin,2,0,0
Elsevier,Foot Ankle Surg,2,0,0
Elsevier,For Policy Econ,6,0,0
Elsevier,Forensic Sci Int,18,0,0
Elsevier,Forensic Sci Int Genet,2,0,0
Elsevier,Forensic Sci Int Mind Law,2,0,0
Elsevier,Forensic Sci Int Synerg,7,0,0
Elsevier,Front Neuroendocrinol,1,0,0
Elsevier,Fuel (Lond),4,0,0
Elsevier,Fundam Appl Toxicol,8,0,0
Elsevier,Fungal Biol,2,0,0
Elsevier,Fungal Biol Rev,1,0,0
Elsevier,Future Gener Comput Syst,8,0,0
Elsevier,Futures,13,0,0
Elsevier,Fuzzy Sets Syst,1,0,0
Elsevier,Gait Posture,1,0,0
Elsevier,Games Econ Behav,1,0,0
Elsevier,Gastroenterol Clin North Am,4,0,0
Elsevier,Gastroenterol Hepatol,42,0,0
Elsevier,Gastrointest Endosc Clin N Am,5,0,0
Elsevier,Gaz Egypt Paediatr Assoc,2,0,0
Elsevier,Gen Comp Endocrinol,1,0,0
Elsevier,Gen Pharmacol,1,0,0
Elsevier,Gene Anal Tech,1,0,0
Elsevier,Gene Expr Patterns,1,0,0
Elsevier,Gene Rep,45,0,0
Elsevier,Gene X,1,0,0
Elsevier,Genes Dis,17,0,0
Elsevier,Genet Anal Tech Appl,1,0,0
Elsevier,Genomics,40,0,0
Elsevier,Geoderma,1,0,0
Elsevier,Geoforum,26,0,0
Elsevier,Glob Ecol Conserv,9,0,0
Elsevier,Glob Environ Change,5,0,0
Elsevier,Glob Epidemiol,15,0,0
Elsevier,Glob Food Sec,18,0,0
Elsevier,Glob Health J,28,0,0
Elsevier,Glob Heart,3,0,0
Elsevier,Glob Transit,5,0,0
Elsevier,Gondwana Res,1,0,0
Elsevier,Groundw Sustain Dev,4,0,0
Elsevier,Growth Horm IGF Res,1,0,0
Elsevier,Gynecol Obstet Fertil,1,0,0
Elsevier,Gynecol Oncol Rep,6,0,0
Elsevier,Habitat Int,18,0,0
Elsevier,Hand Clin,1,0,0
Elsevier,Handb Behav Neurosci,1,0,0
Elsevier,HardwareX,14,0,0
Elsevier,Harmful Algae,1,0,0
Elsevier,Hayati,1,0,0
Elsevier,Health Outcomes Res Med,1,0,0
Elsevier,Health Place,36,0,0
Elsevier,Health Policy,61,0,0
Elsevier,Health Policy Open,10,0,0
Elsevier,Health Policy Technol,63,0,0
Elsevier,Healthc (Amst),24,0,0
Elsevier,Healthc Infect,5,0,0
Elsevier,Hear Res,1,0,0
Elsevier,Heart Fail Clin,2,0,0
Elsevier,Heart Rhythm O2,6,0,0
Elsevier,HeartRhythm Case Rep,19,0,0
Elsevier,Heliyon,263,0,0
Elsevier,Hellenic J Cardiol,20,0,0
Elsevier,Hematol Oncol Clin North Am,4,0,0
Elsevier,Hematol Oncol Stem Cell Ther,9,0,0
Elsevier,Hipertens Riesgo Vasc,9,0,0
Elsevier,Horm Behav,1,0,0
Elsevier,Hosp Med Clin,4,0,0
Elsevier,Hum Immunol,38,0,0
Elsevier,Hum Microb J,1,0,0
Elsevier,Hum Pathol (N Y),2,0,0
Elsevier,Icarus,2,0,0
Elsevier,IDCases,110,0,0
Elsevier,Immunity,105,0,0
Elsevier,Immunol Today,8,0,0
Elsevier,Ind Crops Prod,10,0,0
Elsevier,Indian J Med Microbiol,57,0,0
Elsevier,Indian J Rheumatol,1,0,0
Elsevier,Indian Pacing Electrophysiol J,11,0,0
Elsevier,Inf Fusion,12,0,0
Elsevier,Inf Process Manag,19,0,0
Elsevier,Inf Sci (N Y),16,0,0
Elsevier,Inf Syst,1,0,0
Elsevier,Infant Behav Dev,1,0,0
Elsevier,Infect Dis Model,121,0,0
Elsevier,Infect Dis Newsl (N Y),7,0,0
Elsevier,Infect Prev Pract,45,0,0
Elsevier,Infectio,4,0,0
Elsevier,Inform Med Unlocked,95,0,0
Elsevier,Infrared Phys Technol,3,0,0
Elsevier,Ing Rech Biomed,5,0,0
Elsevier,Injury,44,0,0
Elsevier,Inmunologia,1,0,0
Elsevier,Innovation (N Y),44,0,0
Elsevier,Inorg Chem Commun,3,0,0
Elsevier,Inorganica Chim Acta,3,0,0
Elsevier,Insur Math Econ,2,0,0
Elsevier,Int Bus Rev,1,0,0
Elsevier,Int Dairy J,2,0,0
Elsevier,Int J Afr Nurs Sci,10,0,0
Elsevier,Int J Approx Reason,1,0,0
Elsevier,Int J Biochem,5,0,0
Elsevier,Int J Biol Macromol,98,0,0
Elsevier,Int J Cardiol Heart Vasc,54,0,0
Elsevier,Int J Cardiol Hypertens,5,0,0
Elsevier,Int J Child Comput Interact,2,0,0
Elsevier,Int J Clin Health Psychol,5,0,0
Elsevier,Int J Dev Neurosci,3,0,0
Elsevier,Int J Disaster Risk Reduct,72,0,0
Elsevier,Int J Drug Policy,50,0,0
Elsevier,Int J Educ Dev,13,0,0
Elsevier,Int J Educ Res,3,0,0
Elsevier,Int J Electron Commun,3,0,0
Elsevier,Int J Eng Sci,1,0,0
Elsevier,Int J Fatigue,2,0,0
Elsevier,Int J Forecast,10,0,0
Elsevier,Int J Gastron Food Sci,4,0,0
Elsevier,Int J Gerontol,4,0,0
Elsevier,Int J Heat Mass Transf,6,0,0
Elsevier,Int J Hosp Manag,70,0,0
Elsevier,Int J Hum Comput Stud,1,0,0
Elsevier,Int J Hydrogen Energy,5,0,0
Elsevier,Int J Hyg Environ Health,35,0,0
Elsevier,Int J Immunopharmacol,1,0,0
Elsevier,Int J Ind Ergon,1,0,0
Elsevier,Int J Ind Organ,2,0,0
Elsevier,Int J Inf Manage,38,0,0
Elsevier,Int J Intercult Relat,4,0,0
Elsevier,Int J Law Crime Justice,1,0,0
Elsevier,Int J Law Psychiatry,15,0,0
Elsevier,Int J Mach Tools Manuf,1,0,0
Elsevier,Int J Mass Spectrom,3,0,0
Elsevier,Int J Med Inform,46,0,0
Elsevier,Int J Med Microbiol,10,0,0
Elsevier,Int J Non Linear Mech,1,0,0
Elsevier,Int J Nurs Sci,22,0,0
Elsevier,Int J Nurs Stud,51,0,0
Elsevier,Int J Oral Maxillofac Surg,11,0,0
Elsevier,Int J Orthop Trauma Nurs,5,0,0
Elsevier,Int J Osteopath Med,2,0,0
Elsevier,Int J Parasitol Drugs Drug Resist,2,0,0
Elsevier,Int J Parasitol Parasites Wildl,6,0,0
Elsevier,Int J Pediatr Adolesc Med,10,0,0
Elsevier,Int J Prod Econ,15,0,0
Elsevier,Int J Refrig,5,0,0
Elsevier,Int J Surg,154,0,0
Elsevier,Int J Surg Case Rep,51,0,0
Elsevier,Int J Surg Open,1,0,0
Elsevier,Int J Surg Protoc,3,0,0
Elsevier,Int J Vet Sci Med,3,0,0
Elsevier,Int J Womens Dermatol,21,0,0
Elsevier,Int Orthod,1,0,0
Elsevier,Int Rev Connect Tissue Res,1,0,0
Elsevier,Int Rev Cytol,17,0,0
Elsevier,Int Rev Law Econ,1,0,0
Elsevier,Int Rev Res Dev Disabil,1,0,0
Elsevier,Intell Based Med,15,0,0
Elsevier,Intell Med,7,0,0
Elsevier,Intelligence,1,0,0
Elsevier,Interdiscip Neurosurg,28,0,0
Elsevier,Internet High Educ,1,0,0
Elsevier,Internet Interv,19,0,0
Elsevier,ISA Trans,18,0,0
Elsevier,iScience,121,0,0
Elsevier,ISPRS J Photogramm Remote Sens,1,0,0
Elsevier,J Acad Consult Liaison Psychiatry,20,0,0
Elsevier,J Adolesc,2,0,0
Elsevier,J Affect Disord,178,0,0
Elsevier,J Affect Disord Rep,31,0,0
Elsevier,J Aging Stud,7,0,0
Elsevier,J Agric Food Res,1,0,0
Elsevier,J Air Transp Manag,59,0,0
Elsevier,J Algebra,1,0,0
Elsevier,J Alloys Compd,3,0,0
Elsevier,J Am Coll Radiol,106,0,0
Elsevier,J Am Med Inform Assoc,6,0,0
Elsevier,J Am Soc Mass Spectrom,1,0,0
Elsevier,J Anal Appl Pyrolysis,3,0,0
Elsevier,J Anthropol Archaeol,1,0,0
Elsevier,J Anxiety Disord,30,0,0
Elsevier,J Appl Dev Psychol,3,0,0
Elsevier,J Appl Poult Res,5,0,0
Elsevier,J Appl Res Mem Cogn,4,0,0
Elsevier,J Arid Environ,2,0,0
Elsevier,J Arthroplasty,45,0,0
Elsevier,J Asia Pac Biodivers,3,0,0
Elsevier,J Assoc Nurses AIDS Care,3,0,0
Elsevier,J Atmos Sol Terr Phys,3,0,0
Elsevier,J Autoimmun,55,0,0
Elsevier,J Ayurveda Integr Med,52,0,0
Elsevier,J Bank Financ,8,0,0
Elsevier,J Basic Appl Zool,1,0,0
Elsevier,J Behav Cogn Ther,1,0,0
Elsevier,J Behav Exp Finance,22,0,0
Elsevier,J Biochem Biophys Methods,1,0,0
Elsevier,J Biol Chem,129,0,0
Elsevier,J Biomech,3,0,0
Elsevier,J Biomed Inform X,1,0,0
Elsevier,J Biomed Res,2,0,0
Elsevier,J Biosaf Biosecur,25,0,0
Elsevier,J Bodyw Mov Ther,4,0,0
Elsevier,J Bone Oncol,2,0,0
Elsevier,J Bus Res,57,0,0
Elsevier,J Bus Ventur,1,0,0
Elsevier,J Cardiol,7,0,0
Elsevier,J Cardiol Cases,18,0,0
Elsevier,J Cardiovasc Dis Res,1,0,0
Elsevier,J Cataract Refract Surg,1,0,0
Elsevier,J Chem Health Saf,2,0,0
Elsevier,J Chem Neuroanat,6,0,0
Elsevier,J Chem Thermodyn,3,0,0
Elsevier,J Chin Med Assoc,15,0,0
Elsevier,J Chiropr Med,1,0,0
Elsevier,J Chromatogr B Analyt Technol Biomed Life Sci,20,0,0
Elsevier,J Clean Prod,66,0,0
Elsevier,J Clim Chang Health,5,0,0
Elsevier,J Clin Densitom,2,0,0
Elsevier,J Clin Exp Hepatol,40,0,0
Elsevier,J Clin Lipidol,16,0,0
Elsevier,J Clin Orthop Trauma,70,0,0
Elsevier,J Clin Transl Endocrinol,7,0,0
Elsevier,J Clin Transl Endocrinol Case Rep,2,0,0
Elsevier,J Clin Tuberc Other Mycobact Dis,11,0,0
Elsevier,J Colloid Interface Sci,11,0,0
Elsevier,J Comp Econ,1,0,0
Elsevier,J Comput Appl Math,4,0,0
Elsevier,J Comput Phys,1,0,0
Elsevier,J Contextual Behav Sci,16,0,0
Elsevier,J Control Release,41,0,0
Elsevier,J Crim Justice,7,0,0
Elsevier,J Dent,15,0,0
Elsevier,J Dent Sci,25,0,0
Elsevier,J Dermatol Sci,5,0,0
Elsevier,J Dev Econ,3,0,0
Elsevier,J Diabetes Complications,17,0,0
Elsevier,J Differ Equ,1,0,0
Elsevier,J Econ Ageing,1,0,0
Elsevier,J Econ Asymmetries,2,0,0
Elsevier,J Econ Behav Organ,19,0,0
Elsevier,J Econ Bus,5,0,0
Elsevier,J Econ Dyn Control,4,0,0
Elsevier,J Econ Psychol,2,0,0
Elsevier,J Econom,15,0,0
Elsevier,J Electroanal Chem (Lausanne),7,0,0
Elsevier,J Electromyogr Kinesiol,1,0,0
Elsevier,J Electrostat,1,0,0
Elsevier,J Energy Storage,2,0,0
Elsevier,J Engl Acad Purp,2,0,0
Elsevier,J Environ Chem Eng,23,0,0
Elsevier,J Environ Econ Manage,8,0,0
Elsevier,J Environ Manage,25,0,0
Elsevier,J Environ Psychol,10,0,0
Elsevier,J Ethnopharmacol,68,0,0
Elsevier,J Evid Based Dent Pract,5,0,0
Elsevier,J Exp Anim Sci,1,0,0
Elsevier,J Exp Child Psychol,2,0,0
Elsevier,J Exp Clin Med,1,0,0
Elsevier,J Exp Soc Psychol,8,0,0
Elsevier,J financ econ,2,0,0
Elsevier,J Fluency Disord,1,0,0
Elsevier,J Fluor Chem,3,0,0
Elsevier,J Food Compost Anal,1,0,0
Elsevier,J Foot Ankle Surg,22,0,0
Elsevier,J Forensic Leg Med,19,0,0
Elsevier,J Fr Ophtalmol,42,0,0
Elsevier,J Franklin Inst,2,0,0
Elsevier,J Funct Foods,20,0,0
Elsevier,J Genet Genomics,12,0,0
Elsevier,J Geochem Explor,2,0,0
Elsevier,J Geriatr Oncol,22,0,0
Elsevier,J Ginseng Res,3,0,0
Elsevier,J Great Lakes Res,1,0,0
Elsevier,J Gynecol Obstet Hum Reprod,24,0,0
Elsevier,J Hand Surg Am,8,0,0
Elsevier,J Hand Surg Glob Online,7,0,0
Elsevier,J Hand Ther,2,0,0
Elsevier,J Health Econ,7,0,0
Elsevier,J Healthc Qual Res,42,0,0
Elsevier,J Herb Med,8,0,0
Elsevier,J Hosp Leis Sport Tour Educ,9,0,0
Elsevier,J Hous Econ,1,0,0
Elsevier,J Hydrol (Amst),1,0,0
Elsevier,J Ind Eng Chem,2,0,0
Elsevier,J Ind Inf Integr,1,0,0
Elsevier,J Infect Chemother,134,0,0
Elsevier,J Informetr,4,0,0
Elsevier,J Insect Physiol,2,0,0
Elsevier,J Int Money Finance,6,0,0
Elsevier,J Integr Agric,9,0,0
Elsevier,J Integr Med,16,0,0
Elsevier,J Jpn Int Econ,1,0,0
Elsevier,J King Saud Univ Sci,22,0,0
Elsevier,J Lab Clin Med,3,0,0
Elsevier,J Lipid Res,5,0,0
Elsevier,J Loss Prev Process Ind,10,0,0
Elsevier,J Macroecon,2,0,0
Elsevier,J Magn Reson,3,0,0
Elsevier,J Manipulative Physiol Ther,3,0,0
Elsevier,J Manuf Process,1,0,0
Elsevier,J Manuf Syst,14,0,0
Elsevier,J Mass Spectrom Adv Clin Lab,1,0,0
Elsevier,J Mater Sci Technol,1,0,0
Elsevier,J Math Anal Appl,14,0,0
Elsevier,J Math Econ,15,0,0
Elsevier,J Mech Behav Biomed Mater,1,0,0
Elsevier,J Mech Phys Solids,2,0,0
Elsevier,J Mem Lang,1,0,0
Elsevier,J Memb Sci,2,0,0
Elsevier,J Mens Health,1,0,0
Elsevier,J Microbiol Methods,9,0,0
Elsevier,J Midwifery Womens Health,1,0,0
Elsevier,J Migr Health,12,0,0
Elsevier,J Mol Catal B Enzym,1,0,0
Elsevier,J Mol Cell Cardiol,23,0,0
Elsevier,J Mol Liq,34,0,0
Elsevier,J Mol Struct,80,0,0
Elsevier,J Monet Econ,3,0,0
Elsevier,J Mycol Med,14,0,0
Elsevier,J Nat Conserv,2,0,0
Elsevier,J Neonatal Nurs,20,0,0
Elsevier,J Neuroradiol,14,0,0
Elsevier,J Neurosci Methods,1,0,0
Elsevier,J Nurs Regul,7,0,0
Elsevier,J Nurse Pract,81,0,0
Elsevier,J Nutr Biochem,4,0,0
Elsevier,J Obsessive Compuls Relat Disord,7,0,0
Elsevier,J Obstet Gynecol Neonatal Nurs,15,0,0
Elsevier,J Optom,8,0,0
Elsevier,J Oral Biol Craniofac Res,17,0,0
Elsevier,J Oral Biosci,1,0,0
Elsevier,J Oral Maxillofac Surg Med Pathol,4,0,0
Elsevier,J Organomet Chem,1,0,0
Elsevier,J Orthop,25,0,0
Elsevier,J Orthop Sci,9,0,0
Elsevier,J Orthop Translat,8,0,0
Elsevier,J Otol,2,0,0
Elsevier,J Parallel Distrib Comput,1,0,0
Elsevier,J Pediatr (Rio J),21,0,0
Elsevier,J Pediatr Pueric,22,0,0
Elsevier,J Pediatr Surg Case Rep,17,0,0
Elsevier,J Pediatr X,1,0,0
Elsevier,J Pet Sci Eng,1,0,0
Elsevier,J Pharm Anal,22,0,0
Elsevier,J Pharm Sci,17,0,0
Elsevier,J Photochem Photobiol,4,0,0
Elsevier,J Photochem Photobiol A Chem,2,0,0
Elsevier,J Photochem Photobiol B,11,0,0
Elsevier,J Physiother,8,0,0
Elsevier,J Plant Physiol,1,0,0
Elsevier,J Plast Reconstr Aesthet Surg,126,0,0
Elsevier,J Policy Model,14,0,0
Elsevier,J Power Sources,2,0,0
Elsevier,J Pragmat,2,0,0
Elsevier,J Process Control,2,0,0
Elsevier,J Proteomics,11,0,0
Elsevier,J Psychiatr Res,78,0,0
Elsevier,J Public Econ,27,0,0
Elsevier,J Quant Spectrosc Radiat Transf,5,0,0
Elsevier,J Radiol Nurs,27,0,0
Elsevier,J Ren Nutr,7,0,0
Elsevier,J Reprod Immunol,17,0,0
Elsevier,J Res Pers,1,0,0
Elsevier,J Rural Stud,9,0,0
Elsevier,J Safety Res,3,0,0
Elsevier,J Sea Res,2,0,0
Elsevier,J Shoulder Elbow Surg,12,0,0
Elsevier,J Stat Plan Inference,1,0,0
Elsevier,J Steroid Biochem Mol Biol,14,0,0
Elsevier,J Stomatol Oral Maxillofac Surg,16,0,0
Elsevier,J Struct Biol X,4,0,0
Elsevier,J Supercrit Fluids,1,0,0
Elsevier,J Surg Res,35,0,0
Elsevier,J Syst Softw,1,0,0
Elsevier,J Taibah Univ Med Sci,38,0,0
Elsevier,J Taiwan Inst Chem Eng,6,0,0
Elsevier,J Theor Biol,96,0,0
Elsevier,J Tissue Viability,6,0,0
Elsevier,J Trace Elem Med Biol,7,0,0
Elsevier,J Tradit Complement Med,21,0,0
Elsevier,J Transl Autoimmun,14,0,0
Elsevier,J Transp Geogr,34,0,0
Elsevier,J Urban Econ,9,0,0
Elsevier,J Vasc Nurs,8,0,0
Elsevier,J Vasc Surg Cases Innov Tech,24,0,0
Elsevier,J Vet Cardiol,4,0,0
Elsevier,J Vis Lang Comput,1,0,0
Elsevier,J Vocat Behav,14,0,0
Elsevier,J Voice,37,0,0
Elsevier,J World Fed Orthod,9,0,0
Elsevier,JAAD Case Rep,73,0,0
Elsevier,JAAD Int,13,0,0
Elsevier,JACC Basic Transl Sci,35,0,0
Elsevier,JACC CardioOncol,10,0,0
Elsevier,JACC Case Rep,99,0,0
Elsevier,JACC Heart Fail,21,0,0
Elsevier,Japan World Econ,2,0,0
Elsevier,JHEP Rep,15,0,0
Elsevier,JID Innov,1,0,0
Elsevier,Joule,9,0,0
Elsevier,Jpn Dent Sci Rev,3,0,0
Elsevier,JPRAS Open,3,0,0
Elsevier,JSES Int,7,0,0
Elsevier,JTCVS Open,19,0,0
Elsevier,JTCVS Tech,31,0,0
Elsevier,JTO Clin Res Rep,9,0,0
Elsevier,Kaohsiung J Med Sci,8,0,0
Elsevier,Kidney Med,46,0,0
Elsevier,Knowl Based Syst,14,0,0
Elsevier,Krankenhaushyg Infektionsverhut,14,0,0
Elsevier,Labour Econ,4,0,0
Elsevier,Lancet Digit Health,85,0,0
Elsevier,Lancet Haematol,47,0,0
Elsevier,Lancet Healthy Longev,31,0,0
Elsevier,Lancet HIV,40,0,0
Elsevier,Lancet Microbe,148,0,0
Elsevier,Lancet Oncol,96,0,0
Elsevier,Lancet Public Health,137,0,0
Elsevier,Lancet Reg Health Am,39,0,0
Elsevier,Lancet Reg Health West Pac,86,0,0
Elsevier,Lancet Rheumatol,190,0,0
Elsevier,Land use policy,10,0,0
Elsevier,Landsc Urban Plan,13,0,0
Elsevier,Laparosc Endosc Robot Surg,1,0,0
Elsevier,Leadersh Q,2,0,0
Elsevier,Learn Cult Soc Interact,2,0,0
Elsevier,Learn Instr,1,0,0
Elsevier,Learn Motiv,2,0,0
Elsevier,Lebensm Wiss Technol,6,0,0
Elsevier,Leg Med (Tokyo),12,0,0
Elsevier,Leuk Res,13,0,0
Elsevier,Leuk Res Rep,5,0,0
Elsevier,Libr Inf Sci Res,4,0,0
Elsevier,Life Sci,134,0,0
Elsevier,Life Sci Space Res (Amst),1,0,0
Elsevier,Lingua,1,0,0
Elsevier,Liver Res,3,0,0
Elsevier,Livest Sci,10,0,0
Elsevier,Long Range Plann,2,0,0
Elsevier,Magn Reson Imaging,4,0,0
Elsevier,Magn Reson Imaging Clin N Am,2,0,0
Elsevier,Mamm Biol,3,0,0
